APÓLICE;NUMERO_PI;Municipio;UF;LATITUDE;LONGITUDE;CULTURA;STATUS;NOME;ÁREA GARANTIDA (ha)
4979071344;4317843570;SAUDADE DO IGUAÇU;PR;-25,6917;-52,6184;SOJA;ATIVA;MARIAZINHA DA BATATA;466,17
3474967358;8434334888;PARAÍSO;SP;-21,0159;-48,7761;TRIGO;ATIVA;JUJU SOJINHA;426,45
5454712235;2462147089;VIANA;ES;-20,3825;-40,4933;SOJA;ATIVA;LURDINHA DA CEBOLA;168,72
8389473567;3096669264;ALTO ALEGRE DO MARANHÃO;MA;-4,213;-44,446;MILHO;ATIVA;ROSINHA DO CAFÉ;478,88
1459459802;9905016104;SENHOR DO BONFIM;BA;-10,4594;-40,1865;MAÇÃ;ATIVA;DONA LÚCIA DA SOJA;200,03
1193943790;3332910079;MONTE ALTO;SP;-21,2655;-48,4971;SOJA;ATIVA;ROSINHA DA BATATA;291,71
8391441522;2285861434;SANTA TEREZINHA DO TOCANTINS;TO;-6,44438;-47,6684;MAÇÃ;ATIVA;SEU PEDRO DO ALGODÃO;87,21
3553012466;8142494155;MARCELINO VIEIRA;RN;-6,2846;-38,1642;MAÇÃ;ATIVA;BETO DA CEBOLA;62,42
2892413907;9526800035;PASSIRA;PE;-7,9971;-35,5813;SOJA;ATIVA;ZÉ DA SOJA;154,48
9812581081;3726536524;MURIAÉ;MG;-21,13;-42,3693;MILHO;ATIVA;BETO DO MILHO;127,5
1872829856;9739257836;CÁSSIA;MG;-20,5831;-46,9201;SOJA;ATIVA;JOÃOZINHO DA CEBOLA;416,43
6602484817;3392793438;JOSENÓPOLIS;MG;-16,5417;-42,5151;SOJA;ATIVA;DONA LÚCIA DO ALGODÃO;55,67
3657531109;5363592857;CAPELINHA;MG;-17,6888;-42,5147;BATATA;ATIVA;TONHÃO DA BATATA;198,73
7035940328;5586522670;IGUAPE;SP;-24,699;-47,5537;MILHO;ATIVA;TONHÃO DO TRIGO;102,14
5756558718;1080727247;TAPIRAMUTÁ;BA;-11,8475;-40,7927;MAÇÃ;ATIVA;ROSINHA DO ALGODÃO;87,45
5507305003;9104855771;TROMBAS;GO;-13,5079;-48,7417;MAÇÃ;ATIVA;JUJU DO ARROZ;68,78
7731551482;6906825192;MARTINS SOARES;MG;-20,2546;-41,8786;MAÇÃ;ATIVA;DONA LÚCIA DA BATATA;54,6
1595911337;2534046060;NOVA ARAÇÁ;RS;-28,6537;-51,7458;TRIGO;ATIVA;JOÃOZINHO DO CAFÉ;292,08
2703112485;9152192855;SÃO JOÃO DO TRIUNFO;PR;-25,683;-50,2949;MAÇÃ;ATIVA;DONA LÚCIA DA SOJA;473,78
9710869932;8540455279;CASA GRANDE;MG;-20,7925;-43,9343;BATATA;ATIVA;DONA LÚCIA DO MILHO;483,61
2195517224;9315152473;TURIÚBA;SP;-20,9428;-50,1135;SOJA;ATIVA;BETO DO TRIGO;98,18
1861805692;2469480009;BORRAZÓPOLIS;PR;-23,9366;-51,5875;MILHO;ATIVA;MARIAZINHA DO MILHO;124,02
4238173249;1302612992;SALTO GRANDE;SP;-22,8894;-49,9831;MAÇÃ;ATIVA;SEU PEDRO SOJINHA;475,92
5360131208;5881462229;SÃO MIGUEL DO PASSA QUATRO;GO;-17,0582;-48,662;MAÇÃ;ATIVA;JUJU DO ARROZ;206,29
2819963661;4848674840;CAMPINAS DO SUL;RS;-27,7174;-52,6248;SOJA;ATIVA;TONHÃO DA BATATA;141,6
5961140137;6699783051;JARDIM ALEGRE;PR;-24,1809;-51,6902;MILHO;ATIVA;ZÉ DA SOJA;88,43
2726215790;9116537722;NOVA FRIBURGO;RJ;-22,2932;-42,5377;MAÇÃ;ATIVA;LURDINHA DA SOJA;312,35
2528668636;7135442680;NOVA BRASILÂNDIA;MT;-14,9612;-54,9685;TRIGO;ATIVA;CHIQUINHA DO TOMATE;21,23
7105155823;8265311579;DEPUTADO IRAPUAN PINHEIRO;CE;-5,91485;-39,257;BATATA;ATIVA;SEU PEDRO DO CAFÉ;369,39
9937183270;8407839882;TRÊS RIOS;RJ;-22,1165;-43,2185;MAÇÃ;ATIVA;TONHÃO DO MILHO;153,02
9831351382;3823129958;CATOLÉ DO ROCHA;PB;-6,34062;-37,747;MILHO;ATIVA;BETO DO ALGODÃO;327,21
4640462991;9579988092;VILA PAVÃO;ES;-18,6091;-40,609;MILHO;ATIVA;LURDINHA SOJINHA;489,19
4092764535;4364593602;MATA GRANDE;AL;-9,11824;-37,7323;TRIGO;ATIVA;CHIQUINHA DA CEBOLA;355,44
3018539363;5941319297;LAGOA ALEGRE;PI;-4,51539;-42,6309;MILHO;ATIVA;ZÉ DO TOMATE;410,59
8271499865;1562880445;CENTENÁRIO DO SUL;PR;-22,8188;-51,5973;BATATA;ATIVA;TONHÃO DA SOJA;299,65
1417948083;1043545191;DENISE;MT;-14,7324;-57,0583;TRIGO;ATIVA;LURDINHA SOJINHA;179,1
8055925481;9122525202;NÃO-ME-TOQUE;RS;-28,4548;-52,8182;SOJA;ATIVA;DONA LÚCIA DO ALGODÃO;178,99
2882708601;5892326483;VITORINO;PR;-26,2683;-52,7843;BATATA;ATIVA;CHIQUINHA DO ARROZ;332,48
7266909172;2518881572;ITAPIÚNA;CE;-4,55516;-38,9281;MILHO;ATIVA;MARIAZINHA DA SOJA;356,12
8689987665;8676461573;PEDRO DO ROSÁRIO;MA;-2,97272;-45,3493;MAÇÃ;ATIVA;LURDINHA DO ARROZ;55,58
1378364452;2663829033;CORGUINHO;MS;-19,8243;-54,8281;MILHO;ATIVA;LURDINHA DA BATATA;305,25
9467530154;7478579059;FRECHEIRINHA;CE;-3,75557;-40,818;SOJA;ATIVA;DONA LÚCIA DO TOMATE;177,05
2384048998;7739552240;CONSELHEIRO LAFAIETE;MG;-20,6634;-43,7846;TRIGO;ATIVA;MANÉ DO TOMATE;354,48
3118577625;9621869766;BARBOSA;SP;-21,2657;-49,9518;BATATA;ATIVA;JOÃOZINHO DO CAFÉ;360,75
1749828981;6570506679;EREBANGO;RS;-27,8544;-52,3005;BATATA;ATIVA;JUJU DO ARROZ;246,02
1434093524;9444120426;BARRA DE GUABIRABA;PE;-8,42075;-35,6585;SOJA;ATIVA;CHIQUINHA DO TRIGO;406,53
3634415922;4482278018;SALGADO DE SÃO FÉLIX;PB;-7,35337;-35,4305;MAÇÃ;ATIVA;DONA LÚCIA DO ALGODÃO;249,65
7574981978;9978774169;CONCEIÇÃO;PB;-7,55106;-38,5014;BATATA;ATIVA;MARIAZINHA DO TRIGO;199,24
1126793740;5175256095;CASA BRANCA;SP;-21,7708;-47,0852;MAÇÃ;ATIVA;MANÉ DA BATATA;132,1
5106260848;3095143121;FORMOSO DO ARAGUAIA;TO;-11,7976;-49,5316;BATATA;ATIVA;CHIQUINHA DO ALGODÃO;455,4
3739023208;4996156744;MONTE APRAZÍVEL;SP;-20,768;-49,7184;SOJA;ATIVA;TONHÃO DO MILHO;322,37
1333434344;1257689015;OURO VELHO;PB;-7,61604;-37,1519;BATATA;ATIVA;SEU PEDRO DO TRIGO;320,5
3868045883;6006016637;FLORIANO;PI;-6,77182;-43,0241;MILHO;ATIVA;ROSINHA SOJINHA;144,59
4502948529;3343489044;MARAJÁ DO SENA;MA;-4,62806;-45,4531;TRIGO;ATIVA;ROSINHA DO MILHO;445,99
2800379955;2992198401;TRIUNFO;PB;-6,5713;-38,5986;TRIGO;ATIVA;JOÃOZINHO DA BATATA;20,06
7933288145;1704212550;INOCÊNCIA;MS;-19,7277;-51,9281;TRIGO;ATIVA;ZÉ DA BATATA;237,52
4484170935;5416981503;RIO ACIMA;MG;-20,0876;-43,7878;MILHO;ATIVA;SEU PEDRO DA CEBOLA;260,65
5341992568;7183301819;BONITO;PE;-8,47163;-35,7292;BATATA;ATIVA;CHIQUINHA DA CEBOLA;466,52
4318191630;2382337370;PARAPUÃ;SP;-21,7792;-50,7949;MILHO;ATIVA;ZÉ SOJINHA;107,36
4529842094;8636388775;RESSAQUINHA;MG;-21,0642;-43,7598;MILHO;ATIVA;ZÉ DA BATATA;108,68
9959172167;6582592834;PALHANO;CE;-4,73672;-37,9655;SOJA;ATIVA;LURDINHA SOJINHA;490,19
3252871463;2129021733;RONCADOR;PR;-24,5958;-52,2716;MAÇÃ;ATIVA;DONA LÚCIA DO TOMATE;354,51
4307839553;9933655603;SÃO JOSÉ DA LAPA;MG;-19,6971;-43,9586;MILHO;ATIVA;CHIQUINHA DA SOJA;328,97
7898344853;2347970032;SÃO MIGUEL DOS CAMPOS;AL;-9,78301;-36,0971;TRIGO;ATIVA;BETO DO MILHO;34,16
5963615793;6702936682;CHALÉ;MG;-20,0453;-41,6897;MILHO;ATIVA;CHIQUINHA DA CEBOLA;256,43
3576183079;8547314264;PEDREIRA;SP;-22,7413;-46,8948;SOJA;ATIVA;TONHÃO DA BATATA;215,83
1282005008;1964790783;CAPIVARI DO SUL;RS;-30,1383;-50,5152;TRIGO;ATIVA;DONA LÚCIA DA CEBOLA;407,76
3244349182;3125606066;BAÍA FORMOSA;RN;-6,37161;-35,0033;MILHO;ATIVA;TONHÃO DO CAFÉ;125,63
2134735887;1650204410;SÃO VICENTE FERRER;PE;-7,58969;-35,4808;MILHO;ATIVA;TONHÃO DO ALGODÃO;86,61
4993955434;7550185739;CAJATI;SP;-24,7324;-48,1223;BATATA;ATIVA;MANÉ DA SOJA;265,69
5555917568;8703553914;CORDISBURGO;MG;-19,1224;-44,3224;SOJA;ATIVA;SEU PEDRO DO TOMATE;383,3
9557898614;7698305264;GRAMADO;RS;-29,3734;-50,8762;BATATA;ATIVA;JOÃOZINHO SOJINHA;43,23
2368722789;9163040867;MINEIROS DO TIETÊ;SP;-22,412;-48,451;BATATA;ATIVA;MARIAZINHA DO CAFÉ;8,79
5712102225;2154986545;GUAPÓ;GO;-16,8297;-49,5345;BATATA;ATIVA;DONA LÚCIA DO TRIGO;241,43
3373399647;3142033133;ROTEIRO;AL;-9,83503;-35,9782;TRIGO;ATIVA;ROSINHA DO CAFÉ;50,06
7833548126;7149835294;BARIRI;SP;-22,073;-48,7438;SOJA;ATIVA;TONHÃO DA BATATA;469,43
3969432928;5245447307;CELSO RAMOS;SC;-27,6327;-51,335;MILHO;ATIVA;ROSINHA DO CAFÉ;79,46
1432673022;2269107634;DATAS;MG;-18,4478;-43,6591;MILHO;ATIVA;MARIAZINHA DA CEBOLA;444,04
5276001113;7658720905;OLHO D'ÁGUA GRANDE;AL;-10,0572;-36,8101;TRIGO;ATIVA;CHIQUINHA DA CEBOLA;458,48
9510856705;1122579903;CABECEIRAS;GO;-15,7995;-46,9265;SOJA;ATIVA;CHIQUINHA DO TRIGO;77,16
8816096307;1824270422;CAMBORIÚ;SC;-27,0241;-48,6503;BATATA;ATIVA;ZÉ DO TRIGO;382,6
5616476595;2278966646;SERTÂNIA;PE;-8,06847;-37,2684;TRIGO;ATIVA;CHIQUINHA DO ARROZ;178,34
8233311552;8538751948;TIMBAÚBA DOS BATISTAS;RN;-6,45768;-37,2745;MAÇÃ;ATIVA;ROSINHA DA SOJA;330,45
1285163025;8651539326;ALTAMIRA;PA;-3,20407;-52,21;MAÇÃ;ATIVA;SEU PEDRO DO ALGODÃO;263,74
3780466357;4267258516;IBIRÁ;SP;-21,083;-49,2448;MAÇÃ;ATIVA;LURDINHA SOJINHA;470,74
3208456242;4967562686;PASSA QUATRO;MG;-22,3871;-44,9709;TRIGO;ATIVA;ZÉ DA BATATA;7,74
9690050647;4083029850;SÃO JOSÉ DO MANTIMENTO;MG;-20,0058;-41,7486;MILHO;ATIVA;SEU PEDRO DA SOJA;400,68
6834058090;2179917352;FRANCISCO SÁ;MG;-16,4827;-43,4896;BATATA;ATIVA;MARIAZINHA DO ARROZ;457,05
2964638254;5521903206;SÃO TIAGO;MG;-20,9075;-44,5098;TRIGO;ATIVA;BETO DA BATATA;424,06
1762300560;9993412014;TRACUATEUA;PA;-1,07653;-46,9031;MILHO;ATIVA;SEU PEDRO DA SOJA;280,74
9083819832;8034118756;RIBEIRÃO DOS ÍNDIOS;SP;-21,8382;-51,6103;BATATA;ATIVA;JOÃOZINHO SOJINHA;300,86
6643163557;6681007004;MARAVILHA;SC;-26,7665;-53,1737;MILHO;ATIVA;ROSINHA DA CEBOLA;175,62
4911588142;9734300864;NOSSA SENHORA DO LIVRAMENTO;MT;-15,772;-56,3432;BATATA;ATIVA;JOÃOZINHO DO ARROZ;264,53
4689945004;8714654774;SABINÓPOLIS;MG;-18,6653;-43,0752;BATATA;ATIVA;CHIQUINHA DO TRIGO;183,59
7096982114;4637974667;LUISBURGO;MG;-20,4468;-42,0976;TRIGO;ATIVA;ROSINHA DO CAFÉ;331,37
7758659201;2636734878;UBAÍ;MG;-16,2885;-44,7783;SOJA;ATIVA;ROSINHA DA SOJA;234,25
5560093395;5993294055;CHAPADÃO DO CÉU;GO;-18,4073;-52,549;TRIGO;ATIVA;JUJU DO MILHO;343,32
9556713073;5715019653;PAIM FILHO;RS;-27,7075;-51,763;BATATA;ATIVA;MARIAZINHA DO TRIGO;178,97
4540286605;9567958418;CHARQUEADAS;RS;-29,9625;-51,6289;TRIGO;ATIVA;TONHÃO DA CEBOLA;435,31
1376997389;3897800868;NOVA SANTA RITA;PI;-8,09707;-42,0471;MILHO;ATIVA;SEU PEDRO DO TOMATE;213,51
7173008151;1234206876;TOROPI;RS;-29,4782;-54,2244;SOJA;ATIVA;JOÃOZINHO DO TOMATE;160,93
3068212215;2829620795;OURO VELHO;PB;-7,61604;-37,1519;BATATA;ATIVA;TONHÃO DO ALGODÃO;401,79
5322971767;4293087398;PARAMBU;CE;-6,20768;-40,6905;TRIGO;ATIVA;MARIAZINHA DA SOJA;497,82
5180328420;1819740745;CORONEL BARROS;RS;-28,3921;-54,0686;MAÇÃ;ATIVA;JUJU DO MILHO;355,56
9897474683;8632499906;PASSO DE CAMARAGIBE;AL;-9,24511;-35,4745;MILHO;ATIVA;MARIAZINHA DA BATATA;123,13
8289752538;3058647198;NOVA IBIÁ;BA;-13,812;-39,6182;TRIGO;ATIVA;CHIQUINHA DO CAFÉ;234,87
5556419612;5593632606;LAGOA FORMOSA;MG;-18,7715;-46,4012;MAÇÃ;ATIVA;TONHÃO DA SOJA;278,86
2529274319;8092194598;BALNEÁRIO PINHAL;RS;-30,2419;-50,2337;SOJA;ATIVA;ROSINHA DO ARROZ;355,88
7230079284;3261739107;TAIÚVA;SP;-21,1223;-48,4528;TRIGO;ATIVA;LURDINHA DO ALGODÃO;393,52
8204932963;3419699770;CONDEÚBA;BA;-14,9022;-41,9718;MILHO;ATIVA;TONHÃO SOJINHA;309,6
6673188667;1016378155;LINDOLFO COLLOR;RS;-29,5859;-51,2141;MAÇÃ;ATIVA;MANÉ DO MILHO;476,82
4978183679;3778608221;MACAPÁ;AP;0,034934;-51,0694;MAÇÃ;ATIVA;MANÉ DA SOJA;150,57
5628624918;9418966277;SIQUEIRA CAMPOS;PR;-23,6875;-49,8304;MILHO;ATIVA;DONA LÚCIA DO CAFÉ;366,05
8575348208;7583192452;ARAUCÁRIA;PR;-25,5859;-49,4047;MILHO;ATIVA;SEU PEDRO DO TRIGO;324,45
5390264283;8904083163;MATOS COSTA;SC;-26,4709;-51,1501;SOJA;ATIVA;TONHÃO DO MILHO;95,08
1194866096;2991020983;BOM DESPACHO;MG;-19,7386;-45,2622;BATATA;ATIVA;ZÉ DO CAFÉ;402,54
2908815026;8632157787;SANTA ROSA DA SERRA;MG;-19,5186;-45,9611;BATATA;ATIVA;ZÉ DO TRIGO;375,85
8653224389;3717239757;TAIÓ;SC;-27,121;-49,9942;MILHO;ATIVA;JUJU DO ALGODÃO;494,81
1898598631;4342871813;CAROEBE;RR;0,884203;-59,6959;TRIGO;ATIVA;MARIAZINHA DO TOMATE;61,09
9370588759;5917645639;VERA CRUZ;BA;-12,9568;-38,6153;SOJA;ATIVA;ZÉ DA BATATA;58,95
6851613299;7581536620;RINÓPOLIS;SP;-21,7284;-50,7239;BATATA;ATIVA;TONHÃO DO TOMATE;190,37
6037528111;1351129446;PEDRO DO ROSÁRIO;MA;-2,97272;-45,3493;MAÇÃ;ATIVA;JOÃOZINHO SOJINHA;3,54
3701057334;1406176595;LARANJEIRAS;SE;-10,7981;-37,1731;BATATA;ATIVA;JOÃOZINHO DO TOMATE;212,11
5807408382;2245345750;BARRAS;PI;-4,24468;-42,2922;SOJA;ATIVA;CHIQUINHA DO TRIGO;243,09
5396449259;7984936042;LIMOEIRO DO NORTE;CE;-5,14392;-38,0847;MILHO;ATIVA;ROSINHA DA BATATA;183,14
9622290021;7618065083;SENADOR AMARAL;MG;-22,5869;-46,1763;TRIGO;ATIVA;TONHÃO DA CEBOLA;169,82
5973947530;3317589726;RESTINGA SÊCA;RS;-29,8188;-53,3807;MILHO;ATIVA;ROSINHA DO TOMATE;372,58
8211539582;6300655416;SÃO MIGUEL DAS MISSÕES;RS;-28,556;-54,5559;MAÇÃ;ATIVA;TONHÃO DA CEBOLA;352,73
6935369211;8940896914;PIEDADE;SP;-23,7139;-47,4256;SOJA;ATIVA;TONHÃO DO TRIGO;79,57
5344839935;7925676592;TUPÃ;SP;-21,9335;-50,5191;MAÇÃ;ATIVA;JUJU DO TRIGO;389,09
6064205471;2118936348;SERRINHA DOS PINTOS;RN;-6,11087;-37,9548;BATATA;ATIVA;SEU PEDRO DA CEBOLA;106,01
2312825528;9600638011;JAMPRUCA;MG;-18,461;-41,809;SOJA;ATIVA;JUJU DA BATATA;244,36
6162807455;8473298578;LIMOEIRO DO NORTE;CE;-5,14392;-38,0847;MILHO;ATIVA;BETO DO ARROZ;269,43
2110239718;5056118846;CAMBARÁ;PR;-23,0423;-50,0753;MAÇÃ;ATIVA;ROSINHA DO ARROZ;29,64
9102267035;1657871648;MARIÁPOLIS;SP;-21,7959;-51,1824;TRIGO;ATIVA;JOÃOZINHO DO TOMATE;462,53
6456649119;4014616509;DOIS CÓRREGOS;SP;-22,3673;-48,3819;BATATA;ATIVA;ZÉ DA SOJA;290,96
4934087457;4828968391;NOVA FRIBURGO;RJ;-22,2932;-42,5377;TRIGO;ATIVA;BETO DA BATATA;208,85
8985514250;9603163866;SANTA TEREZINHA;SC;-26,7813;-50,009;MILHO;ATIVA;MARIAZINHA DA BATATA;55
1307569201;1457194393;ANTONINA;PR;-25,4386;-48,7191;BATATA;ATIVA;JOÃOZINHO DA SOJA;144,05
9562547246;1278816547;SÃO LOURENÇO DA MATA;PE;-8,00684;-35,0124;MAÇÃ;ATIVA;LURDINHA DO TOMATE;63,77
7910800836;4604128895;FORTUNA DE MINAS;MG;-19,5578;-44,4472;MILHO;ATIVA;ROSINHA DO ALGODÃO;122,81
1495644964;6901394489;GOVERNADOR DIX-SEPT ROSADO;RN;-5,44887;-37,5183;MAÇÃ;ATIVA;BETO SOJINHA;201,68
3353085097;1451926901;ABDON BATISTA;SC;-27,6126;-51,0233;MILHO;ATIVA;ZÉ DA CEBOLA;467,06
9032749062;4077605195;MALHADA DE PEDRAS;BA;-14,3847;-41,8842;MILHO;ATIVA;TONHÃO DO CAFÉ;48,01
6074748883;5914703010;BUJARU;PA;-1,51762;-48,0381;MAÇÃ;ATIVA;MARIAZINHA DO TRIGO;104,05
3249486212;1625039578;SENADOR JOSÉ PORFÍRIO;PA;-4,31242;-51,5764;SOJA;ATIVA;ROSINHA DO TOMATE;178,16
5372021658;7103654770;TAGUATINGA;TO;-12,4026;-46,437;MILHO;ATIVA;ROSINHA DA BATATA;462,61
3706351437;9462822920;CANDEIAS DO JAMARI;RO;-8,7907;-63,7005;MILHO;ATIVA;JUJU DO ALGODÃO;61,13
1044154605;7556773392;FORMOSA DO SUL;SC;-26,6453;-52,7946;MILHO;ATIVA;CHIQUINHA DO CAFÉ;215,06
4908807692;3472129908;SANTA ROSA DE GOIÁS;GO;-16,084;-49,4953;TRIGO;ATIVA;JOÃOZINHO DA BATATA;208,78
5480909594;9211484738;MONTE ALEGRE DE SERGIPE;SE;-10,0256;-37,5616;MILHO;ATIVA;JUJU DA BATATA;466,51
8024688563;1805466780;INDEPENDÊNCIA;RS;-27,8354;-54,1886;TRIGO;ATIVA;CHIQUINHA DA BATATA;481,21
9931319741;3908476600;ANAURILÂNDIA;MS;-22,1852;-52,7191;BATATA;ATIVA;DONA LÚCIA DO ALGODÃO;389,18
6983912253;4025681719;UBIRAJARA;SP;-22,5272;-49,6613;TRIGO;ATIVA;DONA LÚCIA DO MILHO;462,23
5676438821;5056818143;SAÚDE;BA;-10,9428;-40,4155;TRIGO;ATIVA;DONA LÚCIA DO TRIGO;419,73
3393456642;2353365669;RIANÁPOLIS;GO;-15,4456;-49,5114;SOJA;ATIVA;JOÃOZINHO DO CAFÉ;307,3
7529884150;6013470593;TURMALINA;MG;-17,2828;-42,7285;BATATA;ATIVA;MARIAZINHA DO TRIGO;153,96
8453649370;2344202511;PONTE SERRADA;SC;-26,8733;-52,0112;TRIGO;ATIVA;JOÃOZINHO DA SOJA;379,74
3916332120;9416332090;SÃO JOSÉ DO PIAUÍ;PI;-6,87194;-41,4731;MAÇÃ;ATIVA;MANÉ DA BATATA;245,88
7598493172;3788603066;PRAIA GRANDE;SP;-24,0084;-46,4121;TRIGO;ATIVA;TONHÃO SOJINHA;8,14
1404393070;9303493962;DUAS ESTRADAS;PB;-6,68499;-35,418;MILHO;ATIVA;JUJU DA SOJA;297,6
6816048508;4109215405;IGREJA NOVA;AL;-10,1235;-36,6597;MILHO;ATIVA;CHIQUINHA DO TOMATE;495,33
8688720235;7341284230;BARRA DE GUABIRABA;PE;-8,42075;-35,6585;BATATA;ATIVA;ROSINHA DO TRIGO;215,16
3049955178;7036970746;ARMAÇÃO DOS BÚZIOS;RJ;-22,7528;-41,8846;TRIGO;ATIVA;JUJU DO TOMATE;472,62
1602406933;5836719416;ARVOREZINHA;RS;-28,8737;-52,1781;TRIGO;ATIVA;TONHÃO DO TOMATE;181,65
5482250957;1315552279;SÃO DOMINGOS;SC;-26,5548;-52,5313;MILHO;ATIVA;ZÉ DO ALGODÃO;314,68
9266701573;7113992459;SANTO AUGUSTO;RS;-27,8526;-53,7776;MAÇÃ;ATIVA;DONA LÚCIA DO ARROZ;123,22
5965140020;4339801038;GUARABIRA;PB;-6,85064;-35,485;BATATA;ATIVA;LURDINHA DO ARROZ;419,6
5969507793;6701693940;LAVRAS DO SUL;RS;-30,8071;-53,8931;BATATA;ATIVA;MARIAZINHA DO ARROZ;96,67
5688974373;2518123109;ENGENHEIRO PAULO DE FRONTIN;RJ;-22,5498;-43,6827;TRIGO;ATIVA;BETO DA BATATA;95,58
7931471087;4880658746;CRISTALINA;GO;-16,7676;-47,6131;MILHO;ATIVA;CHIQUINHA DO TOMATE;81,76
1770434515;6990443027;PASSIRA;PE;-7,9971;-35,5813;MILHO;ATIVA;LURDINHA DA CEBOLA;379,9
7489448081;7826516372;LAJEADO GRANDE;SC;-26,8576;-52,5648;BATATA;ATIVA;TONHÃO DO TRIGO;379,09
6929050221;4837402293;SÃO LUDGERO;SC;-28,3144;-49,1806;MILHO;ATIVA;LURDINHA DA BATATA;246,96
8160071958;3228848332;RIBEIRÃO PRETO;SP;-21,1699;-47,8099;SOJA;ATIVA;BETO DA BATATA;310,28
8259990737;7677170940;TORRES;RS;-29,3334;-49,7333;SOJA;ATIVA;ZÉ DA CEBOLA;43,82
7175770313;3141212872;GURJÃO;PB;-7,24833;-36,4923;MILHO;ATIVA;TONHÃO DO MILHO;436,01
8808034462;4761998569;RIACHINHO;MG;-16,2258;-45,9888;BATATA;ATIVA;LURDINHA DA CEBOLA;443,05
6511815042;4079909735;SÃO JOSÉ DO MANTIMENTO;MG;-20,0058;-41,7486;MILHO;ATIVA;DONA LÚCIA DA CEBOLA;389,15
2877962973;8132548639;BONITO;MS;-21,1261;-56,4836;MAÇÃ;ATIVA;SEU PEDRO DO ARROZ;156
9116494010;3280023084;XIQUE-XIQUE;BA;-10,823;-42,7245;SOJA;ATIVA;JUJU DO TOMATE;58,18
1999633478;2722269903;SANTO ANTÔNIO DE JESUS;BA;-12,9614;-39,2584;TRIGO;ATIVA;JOÃOZINHO DO ALGODÃO;70,01
2737540174;8051571447;SENADOR RUI PALMEIRA;AL;-9,46986;-37,4576;MAÇÃ;ATIVA;MANÉ DA BATATA;187,4
3975410563;7739664118;SÃO BENEDITO DO RIO PRETO;MA;-3,33515;-43,5287;SOJA;ATIVA;SEU PEDRO DO CAFÉ;340,31
6449101067;6229076111;FORMOSA DO RIO PRETO;BA;-11,0328;-45,193;TRIGO;ATIVA;DONA LÚCIA DA CEBOLA;318,81
7900724269;9079863361;IBARAMA;RS;-29,4203;-53,1295;TRIGO;ATIVA;JOÃOZINHO DO ARROZ;33
3195284622;1844094851;NOVO SANTO ANTÔNIO;PI;-5,28749;-41,9325;BATATA;ATIVA;JOÃOZINHO SOJINHA;465,35
4686731947;5893850352;DIVINÓPOLIS;MG;-20,1446;-44,8912;BATATA;ATIVA;ZÉ DO TRIGO;4,39
1918612020;4691885348;ANÍSIO DE ABREU;PI;-9,18564;-43,0494;MILHO;ATIVA;BETO DO TOMATE;104,95
3010873155;6651116527;BOM JARDIM DE MINAS;MG;-21,9479;-44,1885;SOJA;ATIVA;TONHÃO DO CAFÉ;273,85
9466760256;9559680538;SANTO ANASTÁCIO;SP;-21,9747;-51,6527;TRIGO;ATIVA;CHIQUINHA DO ARROZ;321,61
3083954092;6208733490;ILHA COMPRIDA;SP;-24,7307;-47,5383;BATATA;ATIVA;LURDINHA DO ARROZ;336,81
9062395845;8447193913;BREJO DE AREIA;MA;-4,334;-45,581;BATATA;ATIVA;MANÉ DO MILHO;82,2
2413697816;7358162285;PORTO FELIZ;SP;-23,2093;-47,5251;BATATA;ATIVA;ZÉ DA SOJA;481,27
6153225935;8715523561;SANTA CECÍLIA DO SUL;RS;-28,1609;-51,9279;MILHO;ATIVA;CHIQUINHA DO MILHO;308,83
2070486424;7470799896;GUAJARÁ;AM;-7,53797;-72,5907;MILHO;ATIVA;SEU PEDRO DA SOJA;261,95
7838704046;3335891173;CAPITÃO POÇO;PA;-1,74785;-47,0629;MILHO;ATIVA;CHIQUINHA DA SOJA;248,93
2256886299;4071366493;ANGÉLICA;MS;-22,1527;-53,7708;BATATA;ATIVA;MANÉ DA SOJA;456,98
1602833482;1089534337;AROEIRAS;PB;-7,54473;-35,7066;SOJA;ATIVA;JOÃOZINHO DO TOMATE;43,59
2698746574;5098574280;MEDIANEIRA;PR;-25,2977;-54,0943;MILHO;ATIVA;ZÉ DO CAFÉ;213,43
7091351699;8017525752;SÃO PEDRO;SP;-22,5483;-47,9096;SOJA;ATIVA;MANÉ DA BATATA;436,86
7955744830;4862253197;FRANCISCO DANTAS;RN;-6,07234;-38,1212;MILHO;ATIVA;MARIAZINHA DA CEBOLA;309,01
2576430360;2774007206;SÃO JOÃO DO PARAÍSO;MG;-15,3168;-42,0213;MILHO;ATIVA;MARIAZINHA DO MILHO;362,59
4054354847;1830192670;LUIZIANA;PR;-24,2853;-52,269;SOJA;ATIVA;TONHÃO SOJINHA;338,4
4700824458;9853808357;NOVA SANTA HELENA;MT;-10,8651;-55,1872;SOJA;ATIVA;MANÉ DO TRIGO;161,3
3904243460;2627385605;NOSSA SENHORA APARECIDA;SE;-10,3944;-37,4517;SOJA;ATIVA;JUJU DO TRIGO;132,48
7296901439;1754621911;CHAPADÃO DO SUL;MS;-18,788;-52,6263;BATATA;ATIVA;JOÃOZINHO DA SOJA;353,32
1710484069;7620720871;PORTO XAVIER;RS;-27,9082;-55,1379;BATATA;ATIVA;SEU PEDRO DA SOJA;250,81
